#Organism/Name,Strain,CladeID,BioSample,BioProject,Group,SubGroup,Assembly,Size (Mb),GC%,Replicons,WGS,Scaffolds,Genes,Proteins,Release Date,Modify Date,Level,RefSeq FTP,GenBank FTP
"Pelobacter acetylenicus","DSM 3246",51364,SAMN04909691 ,PRJNA319824,"Proteobacteria","delta/epsilon subdivisions",GCA_001888165.1 ,3.20605,57.4,chromosome:NZ_CP015455.1/CP015455.1; plasmid unnamed:NZ_CP015456.1/CP015456.1,-,2,2994,2793,2016/12/02,2017/09/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/888/165/GCF_001888165.1_ASM188816v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/888/165/GCA_001888165.1_ASM188816v1
"Pelobacter sp. SFB93","SFB93",52973,SAMN04909703 ,PRJNA319824,"Proteobacteria","delta/epsilon subdivisions",GCA_001887775.1 ,3.21847,53.4,chromosome:NZ_CP015519.1/CP015519.1,-,1,2924,2784,2016/11/30,2017/09/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/887/775/GCF_001887775.1_ASM188777v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/887/775/GCA_001887775.1_ASM188777v1
"Minicystis rosea","DSM 24000",-,SAMN05017598 ,PRJNA321464,"Proteobacteria","delta/epsilon subdivisions",GCA_001931535.1 ,16.0407,69.1,chromosome:CP016211.1,-,1,14117,14018,2017/01/04,2017/01/04,Complete Genome,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/931/535/GCA_001931535.1_ASM193153v1
"Thauera chlorobenzoica","3CB1",40894,SAMN06117593 ,PRJNA340223,"Proteobacteria","Betaproteobacteria",GCA_001922305.1 ,3.73551,67.3,chromosome:NZ_CP018839.1/CP018839.1,-,1,3494,3340,2016/12/27,2017/04/17,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/922/305/GCF_001922305.1_ASM192230v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/922/305/GCA_001922305.1_ASM192230v1
"Paraburkholderia sp. SOS3","SOS3",21187,SAMN06114787 ,PRJNA357122,"Proteobacteria","Betaproteobacteria",GCA_001922345.1 ,7.50291,63.2962,chromosome 1:NZ_CP018811.1/CP018811.1; chromosome 2:NZ_CP018812.1/CP018812.1; plasmid unnamed1:NZ_CP018813.1/CP018813.1,-,3,6732,6515,2016/12/27,2017/04/16,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/922/345/GCF_001922345.1_ASM192234v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/922/345/GCA_001922345.1_ASM192234v1
"Bartonella apis","BBC0122",52338,SAMN04505061 ,PRJNA312661,"Proteobacteria","Alphaproteobacteria",GCA_002007565.1 ,2.90721,45.7,chromosome:NZ_CP015625.1/CP015625.1,-,1,2546,2445,2017/02/28,2017/03/02,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/007/565/GCF_002007565.1_ASM200756v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/007/565/GCA_002007565.1_ASM200756v1
"Halioglobus pacificus","RR3-57",53022,SAMN06199441 ,PRJNA360030,"Proteobacteria","Gammaproteobacteria",GCA_001953075.1 ,5.00357,57.3661,chromosome:NZ_CP019046.1/CP019046.1; plasmid pRR3-57:NZ_CP019045.1/CP019045.1,-,2,4493,4263,2017/01/17,2017/04/17,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/953/075/GCF_001953075.1_ASM195307v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/953/075/GCA_001953075.1_ASM195307v1
"Betaproteobacteria bacterium GR16-43","GR16-43",53085,SAMN05821296 ,PRJNA344368,"Proteobacteria","Betaproteobacteria",GCA_001953215.1 ,4.80685,67.1,chromosome:NZ_CP019169.1/CP019169.1,-,1,4492,4372,2017/01/17,2017/04/16,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/953/215/GCF_001953215.1_ASM195321v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/953/215/GCA_001953215.1_ASM195321v1
"Massilia putida","6NM-7T",34087,SAMN06191485 ,PRJNA359387,"Proteobacteria","Betaproteobacteria",GCA_001941825.1 ,7.52302,65.5009,chromosome:NZ_CP019038.1/CP019038.1; plasmid unnamed1:NZ_CP019036.1/CP019036.1; plasmid unnamed2:NZ_CP019037.1/CP019037.1,-,3,6603,6320,2017/01/10,2017/04/17,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/941/825/GCF_001941825.1_ASM194182v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/941/825/GCA_001941825.1_ASM194182v1
"Rhodoferax saidenbachensis","DSM 22694",24931,SAMN06130150 ,PRJNA361194,"Proteobacteria","Betaproteobacteria",GCA_001955715.1 ,4.26485,60.9,chromosome:NZ_CP019239.1/CP019239.1,-,1,4030,3949,2017/01/18,2017/04/17,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/955/715/GCF_001955715.1_ASM195571v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/955/715/GCA_001955715.1_ASM195571v1
"Tateyamaria omphalii","DOK1-4",53197,SAMN06234538 ,PRJNA361516,"Proteobacteria","Alphaproteobacteria",GCA_001969365.1 ,4.31546,61.9801,chromosome:NZ_CP019312.1/CP019312.1; plasmid pDOK1-4-1:NZ_CP019313.1/CP019313.1; plasmid pDOK1-4-2:NZ_CP019314.1/CP019314.1; plasmid pDOK1-4-3:NZ_CP019315.1/CP019315.1; plasmid pDOK1-4-4:NZ_CP019316.1/CP019316.1; plasmid pDOK1-4-5:NZ_CP019317.1/CP019317.1; plasmid pDOK1-4-6:NZ_CP019318.1/CP019318.1; plasmid pDOK1-4-7:NZ_CP019319.1/CP019319.1,-,8,4246,4113,2017/01/23,2017/04/17,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/969/365/GCF_001969365.1_ASM196936v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/969/365/GCA_001969365.1_ASM196936v1
"Thiobacimonas profunda","JLT2016",53179,SAMN04563574 ,PRJNA175613,"Proteobacteria","Alphaproteobacteria",GCA_001969385.1 ,5.42426,66.6415,chromosome:NZ_CP014796.1/CP014796.1; plasmid pTPRO1:NZ_CP014797.1/CP014797.1; plasmid pTPRO2:NZ_CP014798.1/CP014798.1; plasmid pTPRO3:NZ_CP014799.1/CP014799.1; plasmid pTPRO4:NZ_CP014800.1/CP014800.1; plasmid pTPRO5:NZ_CP014801.1/CP014801.1; plasmid pTPRO6:NZ_CP014802.1/CP014802.1; plasmid pTPRO7:NZ_CP014803.1/CP014803.1; plasmid pTPRO8:NZ_CP014804.1/CP014804.1,-,9,5156,4978,2017/01/23,2017/04/17,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/969/385/GCF_001969385.1_ASM196938v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/969/385/GCA_001969385.1_ASM196938v1
"Spiribacter curvatus","UAH-SP71",52514,SAMN02603231 ,PRJNA203688,"Proteobacteria","Gammaproteobacteria",GCA_000485905.1 ,1.92663,63.9,chromosome:NC_022664.1/CP005990.1,-,1,1908,1827,2013/10/29,2017/04/09,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/485/905/GCF_000485905.1_ASM48590v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/485/905/GCA_000485905.1_ASM48590v1
"Achromobacter insolitus","DSM 23807",19442,SAMN06174288 ,PRJNA358463,"Proteobacteria","Betaproteobacteria",GCA_001971645.1 ,6.4927,65.1,chromosome:NZ_CP019325.1/CP019325.1,-,1,5980,5629,2017/01/26,2017/04/17,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/971/645/GCF_001971645.1_ASM197164v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/971/645/GCA_001971645.1_ASM197164v1
"Halioglobus japonicus","NBRC 107739",51780,SAMN06075353 ,PRJNA355352,"Proteobacteria","Gammaproteobacteria",GCA_001983995.1 ,4.11636,57.6995,chromosome:NZ_CP019450.1/CP019450.1; plasmid unnamed1:NZ_CP019451.1/CP019451.1; plasmid unnamed2:NZ_CP019452.1/CP019452.1; plasmid unnamed3:NZ_CP019453.1/CP019453.1,-,4,3895,3609,2017/02/03,2017/04/17,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/983/995/GCF_001983995.1_ASM198399v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/983/995/GCA_001983995.1_ASM198399v1
"Pelagibaca abyssi","JLT2014",53178,SAMN04562614 ,PRJNA315492,"Proteobacteria","Alphaproteobacteria",GCA_001975705.1 ,5.25907,65.6901,chromosome:NZ_CP015093.1/CP015093.1; plasmid pPABY1:NZ_CP015091.1/CP015091.1; plasmid pPABY2:NZ_CP015090.1/CP015090.1; plasmid pPABY3:NZ_CP015092.1/CP015092.1; plasmid pPABY4:NZ_CP015095.1/CP015095.1; plasmid pPABY5:NZ_CP015089.1/CP015089.1; plasmid pPABY6:NZ_CP015094.1/CP015094.1; plasmid pPABY7:NZ_CP015097.1/CP015097.1; plasmid pPABY8:NZ_CP015096.1/CP015096.1,-,9,5080,4924,2017/01/30,2017/04/17,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/975/705/GCF_001975705.1_ASM197570v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/975/705/GCA_001975705.1_ASM197570v1
"Pseudodesulfovibrio indicus","J2",51376,SAMN04440740 ,PRJNA309781,"Proteobacteria","delta/epsilon subdivisions",GCA_001563225.1 ,3.96657,63.5,chromosome:NZ_CP014206.1/CP014206.1,-,1,3638,3471,2016/02/18,2017/10/23,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/563/225/GCF_001563225.1_ASM156322v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/563/225/GCA_001563225.1_ASM156322v1
"Acinetobacter larvae","BRTC-1",52510,SAMN05520995 ,PRJNA338199,"Proteobacteria","Gammaproteobacteria",GCA_001704115.1 ,3.7411,41.6,chromosome:NZ_CP016895.1/CP016895.1,-,1,3322,3145,2016/08/12,2017/10/23,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/704/115/GCF_001704115.1_ASM170411v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/704/115/GCA_001704115.1_ASM170411v1
"Marinobacter salinus","Hb8",54228,SAMN05920294 ,PRJNA349097,"Proteobacteria","Gammaproteobacteria",GCA_001854125.1 ,4.12101,55.9,chromosome:NZ_CP017715.1/CP017715.1,-,1,3823,3708,2016/10/26,2017/10/23,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/854/125/GCF_001854125.1_ASM185412v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/854/125/GCA_001854125.1_ASM185412v1
"Aquaspirillum sp. LM1","LM1",53091,SAMN06256473 ,PRJNA363092,"Proteobacteria","Betaproteobacteria",GCA_002002905.1 ,3.96224,61.6,chromosome:NZ_CP019509.1/CP019509.1,-,1,3428,3280,2017/02/17,2017/04/17,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/002/905/GCF_002002905.1_ASM200290v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/002/905/GCA_002002905.1_ASM200290v1
"Shewanella psychrophila","WP2",51678,SAMN04370084 ,PRJNA306925,"Proteobacteria","Gammaproteobacteria",GCA_002005305.1 ,6.35341,44.3,chromosome:NZ_CP014782.1/CP014782.1,-,1,5581,5276,2017/02/21,2017/02/23,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/005/305/GCF_002005305.1_ASM200530v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/005/305/GCA_002005305.1_ASM200530v1
"Candidatus Tokpelaia hoelldoblerii","",-,SAMN05773104 ,PRJNA343069,"Proteobacteria","Alphaproteobacteria",GCA_002005325.1 ,1.86828,53.5,chromosome:CP017315.1,-,1,1743,1685,2017/02/21,2017/02/21,Complete Genome,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/005/325/GCA_002005325.1_ASM200532v1
"Paenalcaligenes hominis","15S00501",51879,SAMN06236385 ,PRJNA362208,"Proteobacteria","Betaproteobacteria",GCA_002005365.1 ,2.6885,48.4,chromosome:NZ_CP019697.1/CP019697.1,-,1,2656,2115,2017/02/21,2017/02/23,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/005/365/GCF_002005365.1_ASM200536v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/005/365/GCA_002005365.1_ASM200536v1
"Neoasaia chiangmaiensis","NBRC 101099",52399,SAMN04396918 ,PRJNA311264,"Proteobacteria","Alphaproteobacteria",GCA_002005465.1 ,3.40786,61.5,chromosome:NZ_CP014691.1/CP014691.1,-,1,3210,3051,2017/02/22,2017/02/24,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/005/465/GCF_002005465.1_ASM200546v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/005/465/GCA_002005465.1_ASM200546v1
"Komagataeibacter nataicola","RZS01",21648,SAMN06368327 ,PRJNA371394,"Proteobacteria","Alphaproteobacteria",GCA_002009295.1 ,3.7603,61.4817,chromosome:NZ_CP019875.1/CP019875.1; plasmid pKNA01:NZ_CP019876.1/CP019876.1; plasmid pKNA02:NZ_CP019877.1/CP019877.1; plasmid pKNA03:NZ_CP019878.1/CP019878.1; plasmid pKNA04:NZ_CP019879.1/CP019879.1; plasmid pKNA05:NZ_CP019880.1/CP019880.1; plasmid pKNA06:NZ_CP019881.1/CP019881.1,-,7,3510,3250,2017/03/02,2017/03/09,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/009/295/GCF_002009295.1_ASM200929v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/009/295/GCA_002009295.1_ASM200929v1
"Ochrobactrum pituitosum","AA2",21798,SAMN06130960 ,PRJNA357031,"Proteobacteria","Alphaproteobacteria",GCA_002025625.1 ,5.46737,53.5989,chromosome 1:NZ_CP018779.1/CP018779.1; chromosome 2:NZ_CP018782.1/CP018782.1; chromosome 3:NZ_CP018780.1/CP018780.1; plasmid pOAAA2:NZ_CP018781.1/CP018781.1,-,4,5105,4864,2017/03/13,2017/03/15,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/025/625/GCF_002025625.1_ASM202562v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/025/625/GCA_002025625.1_ASM202562v1
"Pseudoalteromonas aliena","EH1",19599,SAMN06298625 ,PRJNA371403,"Proteobacteria","Gammaproteobacteria",GCA_001999225.1 ,4.5947,39.1,chromosome:NZ_CP019628.1/CP019628.1,-,1,4088,3845,2017/02/14,2017/04/17,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/999/225/GCF_001999225.1_ASM199922v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/999/225/GCA_001999225.1_ASM199922v1
"Campylobacter pinnipediorum subsp. pinnipediorum","RM17260",52437,SAMN03737982 ,PRJNA284982,"Proteobacteria","delta/epsilon subdivisions",GCA_002021925.1 ,1.78266,30.4,chromosome:NZ_CP012546.1/CP012546.1,-,1,1806,1714,2017/03/06,2017/10/22,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/021/925/GCF_002021925.1_ASM202192v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/021/925/GCA_002021925.1_ASM202192v1
"Marivivens sp. JLT3646","JLT3646",52231,SAMN06046509 ,PRJNA354476,"Proteobacteria","Alphaproteobacteria",GCA_001908835.1 ,3.14721,56.0174,chromosome:NZ_CP018572.1/CP018572.1; plasmid unnamed:NZ_CP018573.1/CP018573.1,-,2,3135,3032,2016/12/19,2017/04/16,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/908/835/GCF_001908835.1_ASM190883v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/908/835/GCA_001908835.1_ASM190883v1
"Shewanella japonica","KCTC 22435",40852,SAMN06628905 ,PRJNA380174,"Proteobacteria","Gammaproteobacteria",GCA_002075795.1 ,4.97568,40.8,chromosome:NZ_CP020472.1/CP020472.1,-,1,4274,4036,2017/03/31,2017/04/06,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/075/795/GCF_002075795.1_ASM207579v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/075/795/GCA_002075795.1_ASM207579v1
"Candidatus Riesia sp. GBBU","GBBU",-,SAMN04088566 ,PRJNA295781,"Proteobacteria","Gammaproteobacteria",GCA_002074035.1 ,0.534351,25.0465,chromosome:CP012849.1; plasmid unnamed:CP012848.1,-,2,499,449,2017/03/29,2017/03/29,Complete Genome,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/074/035/GCA_002074035.1_ASM207403v1
"Chromatiaceae bacterium 2141T.STBD.0c.01a","2141T.STBD.0c.01a",52993,SAMN06351224 ,PRJNA376164,"Proteobacteria","Gammaproteobacteria",GCA_002009425.1 ,4.79045,60.1,chromosome:NZ_CP019936.1/CP019936.1,-,1,4536,4414,2017/03/02,2017/04/17,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/009/425/GCF_002009425.1_ASM200942v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/009/425/GCA_002009425.1_ASM200942v1
"Alcanivorax xenomutans","P40",21201,SAMN03965495 ,PRJNA161089,"Proteobacteria","Gammaproteobacteria",GCA_002072815.1 ,4.73395,61.5,chromosome:NZ_CP012331.1/CP012331.1,-,1,4388,4275,2017/03/27,2017/04/18,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/072/815/GCF_002072815.1_ASM207281v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/072/815/GCA_002072815.1_ASM207281v1
"Parasaccharibacter apium","G7_7_3c",32456,SAMN06649799 ,PRJNA301156,"Proteobacteria","Alphaproteobacteria",GCA_002079945.1 ,2.01163,59.4,chromosome:NZ_CP020554.1/CP020554.1,-,1,1826,1753,2017/04/05,2017/04/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/079/945/GCF_002079945.1_ASM207994v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/079/945/GCA_002079945.1_ASM207994v1
"Pseudomonas versuta","L10.10",54279,SAMN04076495 ,PRJNA295629,"Proteobacteria","Gammaproteobacteria",GCA_001294575.1 ,5.14979,58.2,chromosome:NZ_CP012676.1/CP012676.1,-,1,4709,4468,2015/09/18,2017/04/26,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/294/575/GCF_001294575.1_ASM129457v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/294/575/GCA_001294575.1_ASM129457v1
"Paracoccus contaminans","RKI 16-01929T=LMG 29738T=CCM 8701T=CIP 111112T",53317,SAMN06289119 ,PRJNA369557,"Proteobacteria","Alphaproteobacteria",GCA_002105555.1 ,3.03349,68.7279,chromosome:NZ_CP020612.1/CP020612.1; plasmid unnamed:NZ_CP020613.1/CP020613.1,-,2,2895,2748,2017/04/24,2017/04/26,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/105/555/GCF_002105555.1_ASM210555v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/105/555/GCA_002105555.1_ASM210555v1
"[Pseudomonas] mesoacidophila","ATCC 31433",19466,SAMN06690200 ,PRJNA381873,"Proteobacteria","Betaproteobacteria",GCA_002097715.1 ,7.84083,67.0758,chromosome 1:NZ_CP020737.1/CP020737.1; chromosome 2:NZ_CP020738.1/CP020738.1; chromosome 3:NZ_CP020739.1/CP020739.1; plasmid pATCC31433:NZ_CP020740.1/CP020740.1,-,4,7175,6850,2017/04/18,2017/06/27,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/097/715/GCF_002097715.1_ASM209771v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/097/715/GCA_002097715.1_ASM209771v1
"Pantoea alhagi","LTYR-11Z",50801,SAMN06329872 ,PRJNA374633,"Proteobacteria","Gammaproteobacteria",GCA_002101395.1 ,4.3163,53.5399,chromosome:NZ_CP019706.1/CP019706.1; plasmid pPALTYR11Z:NZ_CP019707.1/CP019707.1,-,2,4103,3880,2017/04/20,2017/04/22,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/101/395/GCF_002101395.1_ASM210139v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/101/395/GCA_002101395.1_ASM210139v1
"Xanthomonas phaseoli pv. phaseoli","CFBP412",19487,SAMN06829141 ,PRJNA384143,"Proteobacteria","Gammaproteobacteria",GCA_002759095.1 ,5.18681,64.9265,chromosome:NZ_CP020964.1/CP020964.1; plasmid pA:NZ_CP020965.1/CP020965.1; plasmid pD:NZ_CP020966.1/CP020966.1,-,3,4713,4175,2017/11/07,2017/11/09,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/759/095/GCF_002759095.1_ASM275909v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/759/095/GCA_002759095.1_ASM275909v1
"Rhizobacter gummiphilus","NS21",41455,SAMN04621830 ,PRJNA317608,"Proteobacteria","Betaproteobacteria",GCA_002116905.1 ,6.3981,69.7,chromosome:NZ_CP015118.1/CP015118.1,-,1,5870,5748,2017/05/02,2017/05/06,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/116/905/GCF_002116905.1_ASM211690v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/116/905/GCA_002116905.1_ASM211690v1
"Oceanicoccus sagamiensis","NBRC 107125",53331,SAMN06075352 ,PRJNA355353,"Proteobacteria","Gammaproteobacteria",GCA_002117105.1 ,4.47208,47.7,chromosome:NZ_CP019343.1/CP019343.1,-,1,4052,3900,2017/05/02,2017/05/06,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/117/105/GCF_002117105.1_ASM211710v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/117/105/GCA_002117105.1_ASM211710v1
"Candidatus Nucleicultrix amoebiphila FS5","FS5",53357,SAMN02840763 ,PRJNA251793,"Proteobacteria","Alphaproteobacteria",GCA_002117145.1 ,1.83821,39.7,chromosome:NZ_CP008743.1/CP008743.1,-,1,1818,1750,2017/05/02,2017/05/06,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/117/145/GCF_002117145.1_ASM211714v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/117/145/GCA_002117145.1_ASM211714v1
"Methylocystis bryophila","S285",53353,SAMN06368462 ,PRJNA376255,"Proteobacteria","Alphaproteobacteria",GCA_002117405.1 ,4.70797,63.148,chromosome:NZ_CP019948.1/CP019948.1; plasmid p1:NZ_CP019949.1/CP019949.1,-,2,4413,4268,2017/05/02,2017/05/26,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/117/405/GCF_002117405.1_ASM211740v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/117/405/GCA_002117405.1_ASM211740v1
"Ketogulonicigenium robustum","SPU_B003",53352,SAMN06191729 ,PRJNA359416,"Proteobacteria","Alphaproteobacteria",GCA_002117445.1 ,2.71383,62.3303,chromosome:NZ_CP019937.1/CP019937.1; plasmid unnamed1:NZ_CP019938.1/CP019938.1; plasmid unnamed2:NZ_CP019939.1/CP019939.1; plasmid unnamed3:NZ_CP019940.1/CP019940.1; plasmid unnamed4:NZ_CP019941.1/CP019941.1; plasmid unnamed5:NZ_CP019942.1/CP019942.1,-,6,2674,2545,2017/05/02,2017/05/06,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/117/445/GCF_002117445.1_ASM211744v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/117/445/GCA_002117445.1_ASM211744v1
"Methylobacterium zatmanii","PSBB041",19895,SAMN06436009 ,PRJNA376590,"Proteobacteria","Alphaproteobacteria",GCA_002117815.1 ,5.61222,68.2932,chromosome:NZ_CP021054.1/CP021054.1; plasmid unnamed:NZ_CP021055.1/CP021055.1,-,2,5188,4891,2017/05/04,2017/05/06,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/117/815/GCF_002117815.1_ASM211781v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/117/815/GCA_002117815.1_ASM211781v1
"Bordetella genomosp. 13","AU7206",51873,SAMN06767129 ,PRJNA385118,"Proteobacteria","Betaproteobacteria",GCA_002119665.1 ,5.38093,67.5,chromosome:NZ_CP021111.1/CP021111.1,-,1,4858,4736,2017/05/09,2017/05/22,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/119/665/GCF_002119665.1_ASM211966v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/119/665/GCA_002119665.1_ASM211966v1
"Bordetella genomosp. 8","AU19157",51875,SAMN06767142 ,PRJNA385118,"Proteobacteria","Betaproteobacteria",GCA_002119685.1 ,6.16754,66.2,chromosome:NZ_CP021108.1/CP021108.1,-,1,5597,5420,2017/05/09,2017/05/22,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/119/685/GCF_002119685.1_ASM211968v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/119/685/GCA_002119685.1_ASM211968v1
"Bordetella genomosp. 6","AU22978",19440,SAMN06767144 ,PRJNA385118,"Proteobacteria","Betaproteobacteria",GCA_002119705.1 ,5.16329,68.5,chromosome:NZ_CP021107.1/CP021107.1,-,1,4863,4751,2017/05/09,2017/05/22,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/119/705/GCF_002119705.1_ASM211970v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/119/705/GCA_002119705.1_ASM211970v1
"Pseudorhodoplanes sinuspersici","RIPI110",53371,SAMN06886414 ,PRJNA385308,"Proteobacteria","Alphaproteobacteria",GCA_002119765.1 ,5.97161,60.3,chromosome:NZ_CP021112.1/CP021112.1,-,1,5786,5632,2017/05/09,2017/05/22,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/119/765/GCF_002119765.1_ASM211976v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/119/765/GCA_002119765.1_ASM211976v1
